timestamp	user.id	role	turn.number	anonymised	edited	responding.to	sequence	seq.type	focus	resource	assessment
2020-06-30 07:26:31	teacher008	teacher	74	e.g. My colleague got a new desk because he always complains about his back. Now, my back's hurting too but I never complain. I guess a squeaky wheel gets the grease!	e.g. My colleague got a new desk because he always complains about his back. Now, my back's hurting too but I never complain. I guess a squeaky wheel gets the grease!			scaffolding	lexical resource,meaning		
2020-06-30 07:26:40	teacher008	teacher	75	(imaginary situation)	(imaginary situation)						
2020-06-30 07:27:10	teacher008	teacher	76	ok?	ok?						
2020-06-30 07:27:10	student009	student	77	yeAh, I understand	yeAh, I understand						
2020-06-30 07:27:24	teacher008	teacher	78	Ok, next word!	Ok, next word!		4e	eliciting	lexical resource		
2020-06-30 07:28:14	teacher008	teacher	79	There is a virus out there, and people have to stay at home and lots of places are closed. What's this situation called?	There is a virus out there, and people have to stay at home and lots of places are closed. What's this situation called?			eliciting	lexical resource		
2020-06-30 07:28:34	student009	student	80	quarantine	quarantine						
2020-06-30 07:28:46	teacher008	teacher	81	Yes, correct spelling, thank you!	Yes, correct spelling, thank you!						
2020-06-30 07:29:07	teacher008	teacher	82	When everything was stopped in the UK, it was called a lockdown	When everything was stopped in the UK, it was called a lockdown			scaffolding	lexical resource		
2020-06-30 07:29:18	teacher008	teacher	83	only essential shopping, no going out etc.	only essential shopping, no going out etc.						
2020-06-30 07:29:38	teacher008	teacher	84	Great, and one last word from the previous class.	Great, and one last word from the previous class.						
2020-06-30 07:30:11	teacher008	teacher	85	Control over our actions that we use to keep doing something hard	Control over our actions that we use to keep doing something hard		4f	eliciting,revision	lexical resource		
2020-06-30 07:30:31	student009	student	86	willpower?	willpower?						
2020-06-30 07:30:36	teacher008	teacher	87	yes, well done!	yes, well done!						
2020-06-30 07:30:47	teacher008	teacher	88	Do you think willpower is important?	Do you think willpower is important?		5.0	topic opening	lexical resource		
2020-06-30 07:31:12	student009	student	89	of course it is	of course it is						
2020-06-30 07:31:34	teacher008	teacher	90	Do you think you have a lot of it?	Do you think you have a lot of it?						
2020-06-30 07:32:25	student009	student	91	I think 60/40	I think 60/40						
2020-06-30 07:32:42	teacher008	teacher	92	How do you know?	How do you know?						
2020-06-30 07:33:48	student009	student	93	who was that?	who was that?		6.0	disruption			
2020-06-30 07:33:53	teacher008	teacher	94	I wonder that	I wonder that						
2020-06-30 07:34:22	teacher008	teacher	95	It could have been <STUDENT> from your class. He's having a class tomorrow, so he might have tried the chatroom	It could have been <STUDENT> from your class. He's having a class tomorrow, so he might have tried the chatroom						
2020-06-30 07:34:30	teacher008	teacher	96	Anyway, they left now	Anyway, they left now						
2020-06-30 07:35:10	student009	student	97	<STUDENT> told me there aren't any places anymore	<STUDENT> told me there aren't any places anymore						
2020-06-30 07:35:53	teacher008	teacher	98	Yes, I told him we stopped recruiting while we were waiting for the form to be approved, but then I wrote back to him and invited him	Yes, I told him we stopped recruiting while we were waiting for the form to be approved, but then I wrote back to him and invited him						
2020-06-30 07:36:17	teacher008	teacher	99	Are you thinking about willpower? Or waiting for me to say something?	Are you thinking about willpower? Or waiting for me to say something?		5a				
2020-06-30 07:36:36	teacher008	teacher	100	It's a bit hard to tell because I can't see whether you're typing	It's a bit hard to tell because I can't see whether you're typing						
2020-06-30 07:37:08	student009	student	101	I was waiting while you ate saying something about it	I was waiting while you were saying something about it						
2020-06-30 07:37:14	student009	student	102	so willpower	so willpower						
2020-06-30 07:37:18	teacher008	teacher	103	Ah, no worries	Ah, no worries	101.0					
2020-06-30 07:37:20	teacher008	teacher	104	Go on	Go on	102.0					
2020-06-30 07:37:36	student009	student	105	I am sometimes to lazy to do something	I am sometimes too lazy to do something						
2020-06-30 07:38:04	teacher008	teacher	106	Some psychologists today believe it's not a thing!	Some psychologists today believe it's not a thing!		5b	topic development			
2020-06-30 07:38:29	teacher008	teacher	107	Willpower is a made-up construct.	Willpower is a made-up construct.						
2020-06-30 07:39:07	student009	student	108	?	?						
2020-06-30 07:39:33	teacher008	teacher	109	For example, the reason I don't have a packet of crisps for lunch is not my amazing willpower but my concern over my health	For example, the reason I don't have a packet of crisps for lunch is not my amazing willpower but my concern over my health						
2020-06-30 07:40:06	student009	student	110	oh	oh						
2020-06-30 07:40:39	teacher008	teacher	111	The reason a person might study hard is because they want to learn something / want to achieve the social status that studying hard can give them	The reason a person might study hard is because they want to learn something / want to achieve the social status that studying hard can give them						
2020-06-30 07:40:41	teacher008	teacher	112	etc.	etc.						
2020-06-30 07:41:15	student009	student	113	that's my reasons	these are my reasons	111.0					
2020-06-30 07:41:22	teacher008	teacher	114	And the reason many diets don't work is becausea no one has enought willpower. Because it's not a thing!	And the reason many diets don't work is becausea no one has enought willpower. Because it's not a thing!						
2020-06-30 07:41:56	teacher008	teacher	115	What do you think?	What do you think?		5c	topic development			
2020-06-30 07:42:16	student009	student	116	I don't know what to say	I don't know what to say						
2020-06-30 07:42:19	student009	student	117	...	...						
2020-06-30 07:42:34	teacher008	teacher	118	Ok, no worries. Just something to think about	Ok, no worries. Just something to think about						
2020-06-30 07:42:50	teacher008	teacher	119	Shall we go back to your quiz?	Shall we go back to your quiz?		7.0	topic opening			
2020-06-30 07:42:59	teacher008	teacher	120	The white dog!	The white dog!						
2020-06-30 07:43:02	student009	student	121	yessss!!!!	yessss!!!!						
2020-06-30 07:43:13	teacher008	teacher	122	I have an idea, actually. Is it a movie?	I have an idea, actually. Is it a movie?						
2020-06-30 07:43:42	student009	student	123	1.Summer 2.White dog 4.TOP	1.Summer 2.White dog 4.TOP		7a	topic development			
2020-06-30 07:43:53	teacher008	teacher	124	Thank you	Thank you						
2020-06-30 07:43:54	student009	student	125	3 was Crisps	3 was Crisps						
2020-06-30 07:44:03	teacher008	teacher	126	I remember :)	I remember :)						
2020-06-30 07:44:13	student009	student	127	we talked about it and you gave it up)	we talked about it and you gave it up)						
2020-06-30 07:44:16	teacher008	teacher	128	So, is it the White Dog, the movie?	So, is it the White Dog, the movie?	122.0					
2020-06-30 07:44:22	student009	student	129	nope	nope						
2020-06-30 07:44:29	teacher008	teacher	130	oh no	oh no						
2020-06-30 07:44:48	teacher008	teacher	131	is it an actual white dog? or the name of a band / shop etc.?	is it an actual white dog? or the name of a band / shop etc.?						
2020-06-30 07:44:51	student009	student	132	but close	but close	130.0					
2020-06-30 07:45:05	student009	student	133	close to movie	close to movie						
2020-06-30 07:45:07	teacher008	teacher	134	ah, getting closer!	ah, getting closer!						
2020-06-30 07:45:17	teacher008	teacher	135	a animation?	a animation?						
2020-06-30 07:45:22	teacher008	teacher	136	an animation, sorry	an animation, sorry			repair	writing		
2020-06-30 07:45:26	student009	student	137	no	no						
2020-06-30 07:45:38	teacher008	teacher	138	an album?	an album?						
2020-06-30 07:45:42	student009	student	139	no	no						
2020-06-30 07:45:47	teacher008	teacher	140	a video clip?	a video clip?						
2020-06-30 07:45:47	student009	student	141	it is a book	it is a book		7b	topic development			
2020-06-30 07:45:57	teacher008	teacher	142	Ah, ok!	Ah, ok!						
2020-06-30 07:46:09	teacher008	teacher	143	Is it the book you've read recently?	Is it the book you've read recently?						
2020-06-30 07:46:16	student009	student	144	yes	yes						
2020-06-30 07:46:27	teacher008	teacher	145	Ok! what is it about?	Ok! what is it about?						
2020-06-30 07:46:29	student009	student	146	I am still reading it	I am still reading it						
2020-06-30 07:46:50	student009	student	147	it is about that dog, and this book is very sad	it is about that dog, and this book is very sad						
2020-06-30 07:47:03	teacher008	teacher	148	Oh really? what happens?	Oh really? what happens?						
2020-06-30 07:47:20	student009	student	149	maybe you read it when you were a girl like me	maybe you read it when you were a girl like me						
2020-06-30 07:47:46	teacher008	teacher	150	please, remind me	please, remind me						
2020-06-30 07:47:49	student009	student	151	his paw and ear are black:)	his paw and ear are black:)						
2020-06-30 07:48:15	teacher008	teacher	152	hmm, I can't remember now	hmm, I can't remember now						
2020-06-30 07:48:23	student009	student	153	his name was Bim	his name was Bim						
2020-06-30 07:48:23	teacher008	teacher	154	why is it sad?	why is it sad?						
2020-06-30 07:48:35	teacher008	teacher	155	Ah, now I'm with you, yes!	Ah, now I'm with you, yes!	153.0					
2020-06-30 07:48:39	student009	student	156	White Bim black ear	White Bim black ear						
2020-06-30 07:48:42	teacher008	teacher	157	He was abandoned, right?	He was abandoned, right?						
2020-06-30 07:48:54	student009	student	158	what does it mean ?	what does it mean ?		7c	enquiry	lexical resource,meaning		
2020-06-30 07:49:08	teacher008	teacher	159	to abandon someone = to leave someone	to abandon someone = to leave someone			scaffolding	lexical resource,meaning		
2020-06-30 07:49:33	student009	student	160	he wasn't really left	he wasn't really left	157.0					
2020-06-30 07:50:02	student009	student	161	his owner Ivan Ivanovich was ill	his owner Ivan Ivanovich was ill						
2020-06-30 07:50:18	teacher008	teacher	162	Oh, right, yes, it's coming back to me. Very sad!	Oh, right, yes, it's coming back to me. Very sad!						
2020-06-30 07:50:42	teacher008	teacher	163	Well, only 2 left now.	Well, only 2 left now.		8.0	topic development			
2020-06-30 07:50:50	teacher008	teacher	164	Is summer your favourite season?	Is summer your favourite season?						
2020-06-30 07:51:09	student009	student	165	summer and winter are	summer and winter are						
2020-06-30 07:51:20	student009	student	166	but there is some reasons)	but there are some reasons)						
2020-06-30 07:51:28	teacher008	teacher	167	holidays?	holidays?						
2020-06-30 07:51:32	student009	student	168	*are	*are	166.0		repair	grammatical resource		
2020-06-30 07:51:40	student009	student	169	one of them	one of them						
2020-06-30 07:51:46	teacher008	teacher	170	Is your birthday in the summer?	Is your birthday in the summer?						
2020-06-30 07:52:01	student009	student	171	no, it is in winter	no, it is in winter						
2020-06-30 07:52:15	teacher008	teacher	172	is it because you usually travel in the summer?	is it because you usually travel in the summer?						
2020-06-30 07:52:21	student009	student	173	yes	yes						
2020-06-30 07:52:39	student009	student	174	and I can meet my family	and I can see my family						
2020-06-30 07:52:39	teacher008	teacher	175	Yes, you told me :) cool!	Yes, you told me :) cool!						
2020-06-30 07:53:05	teacher008	teacher	176	you can see them, right? you've already met them	you can see them, right? you've already met them	174.0	8a	repair	lexical resource		
2020-06-30 07:53:14	student009	student	177	yes	yes						
2020-06-30 07:53:27	teacher008	teacher	178	We say 'meet' if  we actually meet someone for the first time. After that, we see them	We say 'meet' if  we actually meet someone for the first time. After that, we see them			scaffolding	lexical resource		
2020-06-30 07:53:35	student009	student	179	okay	okay						
2020-06-30 07:53:42	teacher008	teacher	180	I know there's no difference in Ukrainian / Russian	I know there's no difference in Ukrainian / Russian						
2020-06-30 07:53:57	student009	student	181	yea	yea						
2020-06-30 07:54:13	teacher008	teacher	182	Ok, TOP!	Ok, TOP!		9.0	topic opening			
2020-06-30 07:54:18	teacher008	teacher	183	Is it an abbreviation?	Is it an abbreviation?						
2020-06-30 07:54:25	student009	student	184	yes	yes						
2020-06-30 07:54:33	teacher008	teacher	185	ooh, tough!	ooh, tough!						
2020-06-30 07:54:40	teacher008	teacher	186	is the name of a band?	is the name of a band?						
2020-06-30 07:54:50	student009	student	187	it is connected to my nickname:)	it is connected to my nickname:)						
2020-06-30 07:54:57	student009	student	188	yes!!!	yes!!!	186.0					
2020-06-30 07:55:28	teacher008	teacher	189	Aha, got it! Is it your favourite band?	Aha, got it! Is it your favourite band?						
2020-06-30 07:55:45	student009	student	190	yeap:)	yep:)						
2020-06-30 07:55:52	teacher008	teacher	191	oh wonderful!	oh wonderful!						
2020-06-30 07:56:00	teacher008	teacher	192	And what does your nickname mean? a song?	And what does your nickname mean? a song?						
2020-06-30 07:56:20	student009	student	193	it is close to name of the band	it is close to name of the band						
2020-06-30 07:56:37	student009	student	194	pilots	pilots						
2020-06-30 07:57:07	teacher008	teacher	195	ok, lovely, thanks for the quiz, it was fun :)	ok, lovely, thanks for the quiz, it was fun :)						
2020-06-30 07:57:16	student009	student	196	wait	wait		9a	topic development			
2020-06-30 07:57:23	student009	student	197	it isn't all	it isn't all						
2020-06-30 07:57:42	student009	student	198	the name of the band is Twenty One Pilots	the name of the band is Twenty One Pilots						
2020-06-30 07:57:57	teacher008	teacher	199	Oh, I see!	Oh, I see!						
2020-06-30 07:58:04	student009	student	200	but there are only two people in their band	but there are only two people in their band						
2020-06-30 07:58:19	teacher008	teacher	201	and none of them are pilots?	and none of them are pilots?						
2020-06-30 07:58:33	student009	student	202	so somebody asked them 'where are another nineteen pilots?'	so somebody asked them 'where are the other nineteen pilots?'	200.0					
2020-06-30 07:58:40	student009	student	203	none of them	none of them	201.0					
2020-06-30 07:59:04	teacher008	teacher	204	:))) I see	:))) I see	202.0					
2020-06-30 07:59:25	teacher008	teacher	205	can you give me one minute, I thought of an interesting homework for you, just need to find a link	can you give me one minute, I thought of an interesting homework for you, just need to find a link		10.0	admin			
2020-06-30 07:59:33	student009	student	206	okay	okay						
2020-06-30 08:01:06	teacher008	teacher	207	You know what, I'll send the link to you on Skype. I'd like you to watch a short video of the so-called 'marshmallow test'. Do you know what it is?	You know what, I'll send the link to you on Skype. I'd like you to watch a short video of the so-called 'marshmallow test'. Do you know what it is?			homework,eliciting	lexical resource,world knowledge		
2020-06-30 08:01:31	student009	student	208	no	no						
2020-06-30 08:01:45	teacher008	teacher	209	Do you know 'marshmallow'?	Do you know 'marshmallow'?			eliciting	lexical resource		
2020-06-30 08:02:08	student009	student	210	DJ?	DJ?						
2020-06-30 08:02:16	teacher008	teacher	211	Probably :)	Probably :)						
2020-06-30 08:02:22	student009	student	212	yes	yes						
2020-06-30 08:02:35	teacher008	teacher	213	But originally it's a yummy dessert, similar to Ukrainian 'zefir'	But originally it's a yummy dessert, similar to Ukrainian 'zefir'			scaffolding,non-English	lexical resource,meaning,code switching		
2020-06-30 08:02:46	student009	student	214	I know	I know						
2020-06-30 08:02:53	student009	student	215	it is tasty	it is tasty						
2020-06-30 08:02:57	teacher008	teacher	216	You will see the rest in the video! It's to do with the idea of willpower!	You will see the rest in the video! It's to do with the idea of willpower!						
2020-06-30 08:03:11	student009	student	217	but they are not similar!	but they are not similar!	215.0					
2020-06-30 08:03:15	teacher008	teacher	218	Ok, now, would Thursday 10 am suit you?	Ok, now, would Thursday 10 am suit you?		11.0	admin			
2020-06-30 08:03:23	teacher008	teacher	219	No, zefir is better!	No, zefir is better!	217.0		non-English	code switching,lexical resource		
2020-06-30 08:03:28	student009	student	220	I think yes	I think yes	218.0					
2020-06-30 08:03:41	student009	student	221	marshmallows are better:)	marshmallows are better:)	219.0					
2020-06-30 08:03:44	teacher008	teacher	222	Great, I'll send you the link then, have a lovely day!	Great, I'll send you the link then, have a lovely day!	220.0	12.0	closing			
2020-06-30 08:03:52	teacher008	teacher	223	Nooo, zefir is better :)	Nooo, zefir is better :)	221.0		non-English	code switching,lexical resource		
2020-06-30 08:04:00	student009	student	224	thank you , bye!!!	thank you , bye!!!	222.0					
2020-06-30 08:04:07	teacher008	teacher	225	Bye <STUDENT> :)	Bye <STUDENT> :)						B2
